<<<<<<< HEAD
课程编号,课程名,校区,老师,分类,类型,开课学院,学分
B1A231150,数学分析（1）,沙河校区,郭玉霞|吴文峻,数学与自然科学类,必修,高等理工学院,9
B1A231150,数学分析（1）,沙河校区,漆 毅|吴文峻,数学与自然科学类,必修,高等理工学院,9
B1A231150,数学分析（1）,沙河校区,伍胜健|吴文峻,数学与自然科学类,必修,高等理工学院,9
B1A27216B,物理化学B,沙河校区,王 女,数学与自然科学类,必修,化学学院,4
B1A30121C,分析化学C(全汉语),沙河校区,卢善富,数学与自然科学类,必修,空间与环境学院,2.5
B2E332030-15,体育（3）【健美操1】,沙河校区,陈 媛,体育类,必修,体育部,0.5
B2E332030-1,体育（3）【篮球1】,沙河校区,陈 艳,体育类,必修,体育部,0.5
B2E332030-1,体育（3）【篮球1】,沙河校区,陈 艳,体育类,必修,体育部,0.5
B2E332030-2,体育（3）【篮球2】,沙河校区,周大胜,体育类,必修,体育部,0.5
B2E332030-2,体育（3）【篮球2】,沙河校区,周大胜,体育类,必修,体育部,0.5
B2E332030-3,体育（3）【排球1】,沙河校区,盛春媛,体育类,必修,体育部,0.5
B2E332030-4,体育（3）【排球2】,沙河校区,盛春媛,体育类,必修,体育部,0.5
B2E332030-5,体育（3）【乒乓球】,沙河校区,石 磊,体育类,必修,体育部,0.5
B2E332030-5,体育（3）【乒乓球】,沙河校区,石 磊,体育类,必修,体育部,0.5
B2E332030-6,体育（3）【台球】,沙河校区,陈和霖,体育类,必修,体育部,0.5
B2E332030-6,体育（3）【台球】,沙河校区,陈和霖,体育类,必修,体育部,0.5
B2E332030-7,体育（3）【跆拳道】,沙河校区,刘 菁,体育类,必修,体育部,0.5
B2E332030-7,体育（3）【跆拳道】,沙河校区,沈 霞,体育类,必修,体育部,0.5
B2E332030-7,体育（3）【跆拳道】,沙河校区,刘 菁,体育类,必修,体育部,0.5
B2E332030-8,体育（3）【网球】,沙河校区,吴铁铮,体育类,必修,体育部,0.5
B2E332030-8,体育（3）【网球】,沙河校区,吴铁铮,体育类,必修,体育部,0.5
B2E332030-9,体育（3）【形体训练】,沙河校区,袁 焰,体育类,必修,体育部,0.5
B2E332030-10,体育（3）【游泳1】,沙河校区,尹宝玉,体育类,必修,体育部,0.5
B2E332030-10,体育（3）【游泳1】,沙河校区,尹宝玉,体育类,必修,体育部,0.5
B2E332030-11,体育（3）【有氧拉丁】,沙河校区,袁 焰,体育类,必修,体育部,0.5
B2E332030-12,体育（3）【瑜伽】,沙河校区,陈 媛,体育类,必修,体育部,0.5
B2E332030-13,体育（3）【羽毛球1】,沙河校区,杨亚琴,体育类,必修,体育部,0.5
B2E332030-13,体育（3）【羽毛球1】,沙河校区,杨亚琴,体育类,必修,体育部,0.5
B2E332030-14,体育（3）【足球1】,沙河校区,黄烨军,体育类,必修,体育部,0.5
B2E332030-14,体育（3）【足球1】,沙河校区,黄烨军,体育类,必修,体育部,0.5
B2H512030,博雅课程（文化素质拓展）(3)(全汉语),沙河校区,顾慧毅,暂无,必修,学生处武装部,0.5
B1A19203A,基础物理实验A(1)(全汉语),沙河校区,李朝荣,暂无,必修,物理科学与核能工程学院,2
B1B022160,单片机基础(全汉语),沙河校区,王 俊|张玉玺,暂无,必修,电子信息工程学院,1
B3I022110,电路分析(全汉语),沙河校区,刘兴春,工程基础类,必修,电子信息工程学院,3.5
B1A19201A,基础物理学(2)(全汉语),沙河校区,张玉洁|满兴坤|胜献雷,数学与自然科学类,必修,物理科学与核能工程学院,4.5
B1B022140,计算机软件基础(全汉语),沙河校区,张学军,工程基础类,必修,电子信息工程学院,3.5
B2D282010,思想政治理论课——概论(全汉语),沙河校区,彭付芝,思政、军理类,必修,马克思主义学院,3
B1A092060,复变函数与积分变换(全汉语),沙河校区,彭临平,数学与自然科学类,必修,数学与系统科学学院,2.5
B2E332030-7,体育（3）【跆拳道】,沙河校区,沈 霞,体育类,必修,体育部,0.5
B2G080120,管理学原理(全汉语),沙河校区,吴 昊,一般通识类,选修,经济管理学院,1
B2G270150,印象北京(全汉语),沙河校区,薛 峰,一般通识类,选修,化学学院,1
B2F290140,亚当·斯密与《国富论》(全汉语),沙河校区,康子兴,核心通识类,必修,人文与社会科学高等研究院,2
B2G010160,空天科技应用先进材料概论(全汉语),沙河校区,李 然,一般通识类,选修,材料科学与工程学院,1
B2G020140,单片机原理及应用(全汉语),沙河校区,荣 欣,一般通识类,选修,电子信息工程学院,1
B2G050110,现代大学概论(全汉语),沙河校区,刘沛清,一般通识类,选修,航空科学与工程学院,1
B2G050120,飞机设计概论(全汉语),沙河校区,孙康文,一般通识类,选修,航空科学与工程学院,1.5
B2G050140,水动力学基础(全汉语),沙河校区,薛晓春,一般通识类,选修,航空科学与工程学院,1
B2G050160,无人飞行器系统概论(全汉语),沙河校区,王吉东,一般通识类,选修,航空科学与工程学院,1
B2G050170,材料力学创新试验(全汉语),沙河校区,赵 婧,一般通识类,选修,航空科学与工程学院,1
B2G060140,现代电子系统设计方法与工具(全汉语),沙河校区,姜宏旭,一般通识类,选修,计算机学院,1
B2G060160,UNIX程序设计环境(全汉语),沙河校区,张茂林,一般通识类,选修,计算机学院,1
B2G060270,计算简史——逻辑推动与技术演进(全汉语),沙河校区,栾钟治,一般通识类,选修,计算机学院,1
B2G060280,数字媒体基础及应用导论(全汉语),沙河校区,姜宏旭,一般通识类,选修,计算机学院,1
B2G070130,计算机图形学(全汉语),沙河校区,宋志敏,一般通识类,选修,机械工程及自动化学院,1.5
B2G080150,证券投资学概论(全汉语),沙河校区,谢 岚,一般通识类,选修,经济管理学院,1
B2G090140,《工科数学分析》系列开放式讲座（1）(全汉语),沙河校区,杨小远,一般通识类,选修,数学与系统科学学院,1
B2G090140,《工科数学分析》系列开放式讲座（1）(全汉语),沙河校区,文 晓,一般通识类,选修,数学与系统科学学院,1
B2G090160,高等数学方法应用（1）(全汉语),沙河校区,冯伟杰,一般通识类,选修,数学与系统科学学院,1
B2G090190,大学数学文化(全汉语),沙河校区,马 健,一般通识类,选修,数学与系统科学学院,1
B2G100120,生命科学导论(全汉语),沙河校区,荣 龙,一般通识类,选修,生物与医学工程学院,1
B2G100140,人体工效学(全汉语),沙河校区,丁 立,一般通识类,选修,生物与医学工程学院,1
B2G100181,进化、行为与生态（全英文）(全英语),沙河校区,陈建安,一般通识类,选修,生物与医学工程学院,1
B2G110210,舞蹈艺术（1）(全汉语),沙河校区,刘峥洋,一般通识类,选修,人文社会科学学院,1
B2G110220,舞蹈艺术（2）(全汉语),沙河校区,刘峥洋,一般通识类,选修,人文社会科学学院,1
B2G110260,传媒、文化与社会(全汉语),沙河校区,贾哲敏,一般通识类,选修,人文社会科学学院,1
B2G110290,大学生学习指导(全汉语),沙河校区,李 光|杜慰纯|朱国振|赵婷婷|汪 航|薛玉梅|徐墨客,一般通识类,选修,人文社会科学学院,1
B2G110290,大学生学习指导(全汉语),沙河校区,李 光|杜慰纯|朱国振|赵婷婷|汪 航|薛玉梅|徐墨客,一般通识类,选修,人文社会科学学院,1
B2G110290,大学生学习指导(全汉语),沙河校区,李 光|杜慰纯|朱国振|赵婷婷|汪 航|薛玉梅|徐墨客,一般通识类,选修,人文社会科学学院,1
B2G110290,大学生学习指导(全汉语),沙河校区,李 光|杜慰纯|朱国振|赵婷婷|汪 航|薛玉梅|徐墨客,一般通识类,选修,人文社会科学学院,1
B2G110290,大学生学习指导(全汉语),沙河校区,李 光|杜慰纯|朱国振|赵婷婷|汪 航|薛玉梅|徐墨客,一般通识类,选修,人文社会科学学院,1
B2G120220,俄语二外(1)(其他语言),沙河校区,葛焱磊,一般通识类,选修,外国语学院,2
B2G120220,俄语二外(1)(其他语言),沙河校区,葛焱磊,一般通识类,选修,外国语学院,2
B2G120220,俄语二外(1)(其他语言),沙河校区,王 蓉,一般通识类,选修,外国语学院,2
B2G120220,俄语二外(1)(其他语言),沙河校区,王 蓉,一般通识类,选修,外国语学院,2
B2G140110,无线电技术导论(全汉语),沙河校区,洪 晟,一般通识类,选修,可靠性与系统工程学院,1
B2G150170,数学方法在信息处理中的应用(全汉语),沙河校区,薛斌党|崔林艳,一般通识类,选修,宇航学院,1
B2G170160,军用光电技术与应用(全汉语),沙河校区,牛燕雄,一般通识类,选修,仪器科学与光电工程学院,1
B2G170230,光电技术基础(全汉语),沙河校区,肖 文,一般通识类,选修,仪器科学与光电工程学院,1
B2G170240,空间遥感技术导论(全汉语),沙河校区,袁 艳,一般通识类,选修,仪器科学与光电工程学院,1
B2G170290,信息感知基础实践(全汉语),沙河校区,吕妍红,一般通识类,选修,仪器科学与光电工程学院,1
B2G170350,生活教育(全汉语),沙河校区,冯丽爽,一般通识类,选修,仪器科学与光电工程学院,2
B2G170390,光电探测与成像技术(全汉语),沙河校区,牛燕雄,一般通识类,选修,仪器科学与光电工程学院,1
B2G190110,物理学大师与物理学发展(全汉语),沙河校区,于 磊,一般通识类,选修,物理科学与核能工程学院,1
B2G190140,计算机软件技术基础(全汉语),沙河校区,苗明川,一般通识类,选修,物理科学与核能工程学院,2
B2G200150,知识产权法与专利检索(全汉语),沙河校区,孙国瑞,一般通识类,选修,法学院,1
B2G210011,计算机导论（英文）(全英语),沙河校区,吕云翔,一般通识类,选修,软件学院,2
B2G240110,公共法语（1）(其他语言),沙河校区,张晓雯,一般通识类,选修,中法工程师学院,4
B2G260120,动画艺术概论(全汉语),人文素养,徐静秋,一般通识类,选修,新媒体艺术与设计学院,1
B2G270140,围棋基础（1）(全汉语),沙河校区,薛 峰,一般通识类,选修,化学学院,1
B2G270160,基础化学虚拟仿真实验(全汉语),沙河校区,鹿现永,一般通识类,选修,化学学院,2
B2G280110,恋爱婚姻家庭(全汉语),沙河校区,郁树廷,一般通识类,选修,马克思主义学院,1
B2G280210,中国近现代历史人物研究(全汉语),沙河校区,李文爽|宋芳芳|张树焕,一般通识类,选修,马克思主义学院,2
B2G320110,单片机原理及应用(全汉语),沙河校区,崔 剑,一般通识类,选修,工程训练中心,2
B2G320130,无人机制作与竞技(全汉语),沙河校区,杨伟群|崔 剑,一般通识类,选修,工程训练中心,1
B2G510180,大学生心理学(全汉语),沙河校区,李卫华,一般通识类,选修,学生处武装部,1
B2G510210,大学生团体心理辅导(全汉语),沙河校区,张 焰,一般通识类,选修,学生处武装部,1
B2G510230,大学生通用学习能力(全汉语),沙河校区,董卓宁,一般通识类,选修,学生处武装部,1
B2G520110,信息检索与网络应用(全汉语),沙河校区,何 葭,一般通识类,选修,图书馆,1
B2G520110,信息检索与网络应用(全汉语),沙河校区,杨 楠,一般通识类,选修,图书馆,1
B2G520110,信息检索与网络应用(全汉语),沙河校区,李 娜,一般通识类,选修,图书馆,1
B2G520110,信息检索与网络应用(全汉语),沙河校区,秦小燕,一般通识类,选修,图书馆,1
B2G520110,信息检索与网络应用(全汉语),沙河校区,陈淑云,一般通识类,选修,图书馆,1
B2G560170,音乐剧艺术实践(全汉语),沙河校区,欧阳丹,一般通识类,选修,团委,1
B2G560180,音乐心理学导论(全汉语),沙河校区,张 聪,一般通识类,选修,团委,1
B2G560190,声乐艺术鉴赏与体验(全汉语),沙河校区,杨乐乐,一般通识类,选修,团委,1
B2G560210,弦乐鉴赏与入门(全汉语),沙河校区,张 聪,一般通识类,选修,团委,1
B2G560230,管乐鉴赏与入门(全汉语),沙河校区,张 聪,一般通识类,选修,团委,1
B2G560330,健康常识教育(全汉语),沙河校区,曹丽娟,一般通识类,选修,校医院,1
B2G560340,大学生安全知识教育(全汉语),沙河校区,查国清,一般通识类,选修,校内其它单位,1
B2G560350,大学生领导力拓展与训练(全汉语),沙河校区,雷晓锋,一般通识类,选修,校内其它单位,1
B2G560360,创业基础(全汉语),沙河校区,董青春,一般通识类,选修,校内其它单位,1
B2G600120,国际问题导论（名师学堂）(全汉语),沙河校区,外聘,一般通识类,选修,校外单位,2
B2G600170,当代国际政治(全汉语),沙河校区,雷建锋,一般通识类,选修,校外单位,2
B3I112630,宏观经济学(全汉语),沙河校区,孙琳琳,一般专业类,必修,人文社会科学学院,5
B3I112640,国际经济学(全汉语),沙河校区,胡庆江,一般专业类,必修,人文社会科学学院,4
B3I121231,英语语音与发声(全英语),沙河校区,徐 涛,一般专业类,选修,外国语学院,2
B3I30338B,环境流体力学(全汉语),沙河校区,李兴华,一般专业类,选修,空间与环境学院,2
B3J012140,晶体学基础(全汉语),沙河校区,刘 彤,一般专业类,必修,材料科学与工程学院,2
B3J012140,晶体学基础(全汉语),沙河校区,谷景华,一般专业类,必修,材料科学与工程学院,2
B3J062710,信息安全数学基础(全汉语),沙河校区,李舟军|郭 华,一般专业类,选修,计算机学院,3
B3J062810,Java程序设计(全汉语),沙河校区,李 波,一般专业类,选修,计算机学院,1
B3J062870,智能计算概论(全汉语),沙河校区,王蕴红|丁 嵘|巢文涵|张永飞|黄 迪|张小明|刘庆杰,一般专业类,选修,计算机学院,2
B3J081660,职业能力提升-职业素养(全汉语),沙河校区,牟 晖,一般专业类,选修,经济管理学院,0.5
